date,net_sentiment,sentiment_robust_scaled,sentiment_standard_scaled
2020-01-01,0.8995163273066282,1.6008450549247273,2.2249880598436804
2020-01-03,0.3942243481578771,0.926319846296826,1.2682090560601302
2020-01-09,-0.35564013570547104,-0.0746904968174411,-0.15167216796426916
2020-01-10,-0.4206540882587433,-0.16147903041656744,-0.27477719896187935
2020-01-14,0.9411232015118003,1.6563869725915752,2.303771387692336
2020-01-21,-0.8241082245949656,-0.7000586966571546,-1.0387245057970929
2020-01-22,0.00048435153439641,0.4007077955869985,0.5226556388976341
2020-01-23,-0.9958078029594617,-0.9292641831814911,-1.3638405937555695
2020-01-24,-0.010563954710960388,0.3859591722510631,0.5017354820791223
2020-01-27,-0.23594599962234497,0.08509179826078579,0.07497072566185868
2020-01-28,-0.9087063185870647,-0.812990524895704,-1.1989124435278828
2020-01-29,0.8528209483483806,1.5385103820355333,2.1365695612238653
2020-01-30,-0.5971885472536087,-0.39713870382783023,-0.6090482160778112
2020-01-31,-0.9975293236784637,-0.931562278480962,-1.3671003226776361
2020-02-03,0.9779861369170249,1.7055961035909137,2.373571986294684
2020-02-04,-0.23869988291698974,0.08141557979599534,0.06975620054783405
2020-02-05,0.2302889748243615,0.7074789652569754,0.957794623107592
2020-02-06,-0.7654487313702703,-0.6217528684663879,-0.927651752209113
2020-02-07,-0.5775005420437083,-0.3708567591904984,-0.5717686415178744
2020-02-13,-0.08998425491154194,0.27993929310646015,0.35135178544076123
2020-02-14,0.34690867364406586,0.863157127433634,1.178616017197853
2020-02-25,-0.7191187278367579,-0.5599059431464551,-0.8399250982045126
2020-02-26,-0.9992795618309174,-0.9338987093044261,-1.3704144285510556
2020-03-02,-0.036631130147725344,0.3511615350919587,0.45237683960105357
2020-03-03,-0.1381616024300456,0.215626308283697,0.2601271540081731
2020-03-04,0.3903328606393188,0.921125015310689,1.2608404578933539
2020-03-12,-0.9982013750413898,-0.9324594144033451,-1.3683728634264427
2020-03-18,-0.9819208271801472,-0.9107261583932623,-1.3375453676289197
2020-03-19,-0.48460153335084516,-0.24684386010303505,-0.39586277984285523
2020-03-20,-0.9963479657890275,-0.929985258243715,-1.3648634013109626
2020-03-23,-0.9951078213634901,-0.9283297625859893,-1.362515166632842
2020-03-27,-0.4428008794784546,-0.19104326176075156,-0.31671252688039303
2020-03-30,0.03767721145413816,0.45035734996760873,0.5930809552104342
2020-04-01,-0.9983722210163251,-0.9326874803961609,-1.36869636320171
2020-04-06,-0.0615690378472209,0.3178713818975942,0.4051564848957092
2020-04-16,-0.2569178640842438,0.05709600209693267,0.0352601416523069
2020-04-17,-0.9954967079684138,-0.9288488957389848,-1.3632515300698205
2020-04-23,-0.05604785121977329,0.32524173352681784,0.415610946195514
2020-04-27,-0.4214632799848914,-0.1625592379805576,-0.2763094173337565
2020-04-29,0.6170515322592109,1.2237766812482331,1.6901361398415369
2020-04-30,0.05233012139797211,0.46991783686376193,0.6208264907762469
2020-05-01,-0.8866070865187794,-0.7834897812929873,-1.1570671696759285
2020-05-04,-0.9489112719893456,-0.8666609881142879,-1.2750412103612745
2020-05-07,0.8545389634091407,1.540803797555877,2.1398226521220987
2020-05-08,-0.5091484431177378,-0.27961206168734953,-0.4423427732761534
2020-05-11,-0.20843040943145752,0.1218229556508072,0.1270719662469652
2020-05-12,0.009006713051348925,0.41208448058783537,0.5387928761753955
2020-05-13,-0.9964705629390664,-0.930148915835008,-1.36509554111116
2020-05-14,-0.8052766099572182,-0.6749199663457688,-1.003066521431116
2020-05-18,-0.6236900412332034,-0.4325161222179898,-0.6592292481442392
2020-05-19,-0.002779376693069935,0.3963509740770959,0.516475713684184
2020-05-21,-0.6496085431426764,-0.4671152918649381,-0.708306374755836
2020-05-22,-0.9146201396360993,-0.8208850127195724,-1.2101103648196114
2020-05-27,0.5793318506912328,1.173423861237353,1.6187132777283455
2020-05-29,-0.5349418257828802,-0.31404420694470114,-0.4911829844588799
2020-06-02,-0.523902126122266,-0.29930707272517504,-0.4702791243557642
2020-06-08,-0.07863316545262933,0.2950921083130776,0.3728452674521968
2020-06-10,-0.010461177676916122,0.38609637154017046,0.5019300921507296
2020-06-11,-0.9863004840444773,-0.916572657213821,-1.3458383228003574
2020-06-22,-0.7203388507477939,-0.5615347116507656,-0.8422354218025264
2020-06-24,-0.34974702820181847,-0.06682365995400119,-0.14051346812495466
2020-06-26,-0.22476557083427906,0.10001679484102924,0.09614105877448764
2020-07-01,0.2809927274356596,0.7751645029652339,1.0538030457887761
2020-07-02,-0.5293751549130926,-0.30661313741509566,-0.48064239796835434
2020-07-07,0.4322013985365629,0.9770162335082568,1.3401192504177968
2020-07-08,-0.5612956881523132,-0.34922454870045205,-0.5410844735467406
2020-07-13,-0.996896342607215,-0.9307172983372819,-1.3659017621942828
2020-07-14,-0.31522362353280187,-0.020737619213468214,-0.0751428109811687
2020-07-15,-0.9182404465973377,-0.8257178389054151,-1.2169654779635004
2020-07-20,-0.6142873573407996,-0.41996427580857204,-0.6414251053937022
2020-07-22,-0.709521982294973,-0.5470950396375045,-0.8217534964021215
2020-07-23,0.3779405591388543,0.9045822635950123,1.237375423074922
2020-07-27,-0.37915627658367157,-0.106082702683669,-0.19620038287910496
2020-07-30,0.002529292367398739,0.4034376314025924,0.5265277693365388
2020-08-04,-0.19816158595494926,0.13553103055340868,0.14651615911231516
2020-08-06,0.02289046044461429,0.43061819573359367,0.5650819892978509
2020-08-07,-0.06323178578168154,0.3156517436613468,0.40200804324627615
2020-08-12,0.03400019509717822,0.44544882118097534,0.5861184618559291
2020-08-13,-0.002251553349196911,0.3970555768925699,0.5174751562123937
2020-08-17,0.14825140684843063,0.5979652386636622,0.8024550851773263
2020-08-18,-0.8761205449700356,-0.7694910698195379,-1.1372107239174885
2020-08-20,0.2004755362868309,0.6676803603329047,0.9013423673813967
2020-08-24,-0.4066525399684906,-0.14278806030161134,-0.248265027826403
2020-08-26,-0.09407140128314495,0.27448327287902113,0.34361270388967907
2020-08-27,0.9519526585936546,1.6708434494384286,2.3242771498771004
2020-09-01,-0.9863134189508855,-0.916589924300582,-1.345862815266848
2020-09-02,-0.5020136721432209,-0.2700877013596715,-0.42883296242041363
2020-09-03,-0.4895942360162735,-0.253508727043311,-0.40531654772269277
2020-09-09,-0.9905936238355935,-0.9223036625192087,-1.35396745641409
2020-09-14,0.015623915940523148,0.4209179280668016,0.5513226630103335
2020-09-18,-0.6738182571716607,-0.49943336355436646,-0.7541478822928421
2020-09-21,-0.3871951062368074,-0.1168139105252036,-0.2114220443035954
2020-09-22,-0.1601732149720192,0.1862425298846728,0.21844778922771788
2020-09-23,0.39542004582472146,0.9279160090135641,1.2704731300405583
2020-09-24,0.4784560054540634,1.0387625102522298,1.4277031396405815
2020-09-25,-0.03451704187318683,0.3539836773251349,0.45637990190303396
2020-09-28,-0.6726637339452282,-0.49789216549005705,-0.7519617728194798
2020-10-02,0.9405846868176013,1.6556680976609544,2.3027517009094454
2020-10-06,0.7208414413034916,1.3623280791340775,1.8866641075830124
2020-10-15,0.08016616106033325,0.5070767691948473,0.6735345079157647
2020-10-19,-0.014514563605189323,0.38068541885985296,0.49425493657644765
2020-10-22,-0.49870382831431925,-0.2656693191344543,-0.4225657165269984
2020-10-27,0.33700868487358093,0.8499414179698205,1.1598702191559958
2020-10-29,-0.1066175252199173,0.2577351802610071,0.3198564036574994
2020-11-03,0.1324835941195488,0.5769164438886641,0.7725984621214834
2020-11-05,-0.3401675224304199,-0.05403577018798815,-0.12237451012261663
2020-11-09,0.062079828698188066,0.48293293233750806,0.6392877282841071
2020-11-11,-0.1236116960644722,0.23504929347196107,0.2876776505370307
